id,name,city,state,type,ranking,avg_fees,website,offered_degrees,description,created_at,updated_at,college_code,canonical_name,country_code,postal_code,source_system,source_reference,data_version,last_reviewed_at,is_published
1f804b3c-c28c-4d91-971e-c2b996abfe90,Academy of Digital and Design Studies — Gurugram Reference Campus 0854,Gurugram,Haryana,private,,370000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00854,Academy of Digital and Design Studies — Gurugram Reference Campus 0854,IN,100854,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
e9584081-b1da-4909-b176-4ce09f93c105,Institute of Commerce and Economics — Patna Reference Campus 0855,Patna,Bihar,deemed,,390000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00855,Institute of Commerce and Economics — Patna Reference Campus 0855,IN,100855,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
ad5b8141-0c42-4919-b5c6-40601ea06601,College of Health and Life Sciences — Guwahati Reference Campus 0856,Guwahati,Assam,autonomous,,410000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00856,College of Health and Life Sciences — Guwahati Reference Campus 0856,IN,100856,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
80bcbaa9-59b6-490d-b90f-24f825ffdbbd,Institute of Technology and Management — Ranchi Reference Campus 0857,Ranchi,Jharkhand,government,,430000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00857,Institute of Technology and Management — Ranchi Reference Campus 0857,IN,100857,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
1b24a792-8ff9-42b2-b719-ceca8860d031,College of Arts and Sciences — Raipur Reference Campus 0858,Raipur,Chhattisgarh,private,,450000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00858,College of Arts and Sciences — Raipur Reference Campus 0858,IN,100858,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
cdf5289a-f559-41cd-a089-2dba9d096e1b,School of Business and Innovation — Dehradun Reference Campus 0859,Dehradun,Uttarakhand,deemed,,470000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00859,School of Business and Innovation — Dehradun Reference Campus 0859,IN,100859,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
c6237e65-a619-41cd-af13-19ca16a611a9,Institute of Engineering and Applied Studies — Shimla Reference Campus 0860,Shimla,Himachal Pradesh,autonomous,,490000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00860,Institute of Engineering and Applied Studies — Shimla Reference Campus 0860,IN,100860,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
d384c3aa-a060-44be-bdbd-21a85a78edaa,College of Professional Education — Mumbai Reference Campus 0861,Mumbai,Maharashtra,government,,510000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00861,College of Professional Education — Mumbai Reference Campus 0861,IN,100861,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
cc6289ef-7e1f-4b1b-842c-97d297b04e2e,Academy of Digital and Design Studies — Bengaluru Reference Campus 0862,Bengaluru,Karnataka,private,,530000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00862,Academy of Digital and Design Studies — Bengaluru Reference Campus 0862,IN,100862,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
43023482-b254-44cd-8960-369c2a109807,Institute of Commerce and Economics — Chennai Reference Campus 0863,Chennai,Tamil Nadu,deemed,,550000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00863,Institute of Commerce and Economics — Chennai Reference Campus 0863,IN,100863,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
d1f370de-013a-4557-a7a5-e16362594e34,College of Health and Life Sciences — Lucknow Reference Campus 0864,Lucknow,Uttar Pradesh,autonomous,,90000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00864,College of Health and Life Sciences — Lucknow Reference Campus 0864,IN,100864,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
a852b1b2-4d03-4b85-b601-11a3844fa9ea,Institute of Technology and Management — Ahmedabad Reference Campus 0865,Ahmedabad,Gujarat,government,,110000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00865,Institute of Technology and Management — Ahmedabad Reference Campus 0865,IN,100865,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
70497088-d234-47c6-bafd-7cb54ada55c3,College of Arts and Sciences — Jaipur Reference Campus 0866,Jaipur,Rajasthan,private,,130000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00866,College of Arts and Sciences — Jaipur Reference Campus 0866,IN,100866,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
3f9a5206-5305-40b7-9a2d-204f1f8604f9,School of Business and Innovation — Kolkata Reference Campus 0867,Kolkata,West Bengal,deemed,,150000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00867,School of Business and Innovation — Kolkata Reference Campus 0867,IN,100867,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
0bae42c0-badc-4b48-b6d0-53456770ac2d,Institute of Engineering and Applied Studies — Bhopal Reference Campus 0868,Bhopal,Madhya Pradesh,autonomous,,170000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00868,Institute of Engineering and Applied Studies — Bhopal Reference Campus 0868,IN,100868,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
6f4cbb3c-9f26-4a41-beaa-fd31de76fa4f,College of Professional Education — Hyderabad Reference Campus 0869,Hyderabad,Telangana,government,,190000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00869,College of Professional Education — Hyderabad Reference Campus 0869,IN,100869,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
f3f8fa63-841b-4abf-996c-61c9f3cf042e,Academy of Digital and Design Studies — Visakhapatnam Reference Campus 0870,Visakhapatnam,Andhra Pradesh,private,,210000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00870,Academy of Digital and Design Studies — Visakhapatnam Reference Campus 0870,IN,100870,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
47a0735e-c248-4afc-99a6-7f8b49de99cd,Institute of Commerce and Economics — Kochi Reference Campus 0871,Kochi,Kerala,deemed,,230000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00871,Institute of Commerce and Economics — Kochi Reference Campus 0871,IN,100871,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
8d6ab383-d043-44f0-8f8d-f6483c2ceaa3,College of Health and Life Sciences — Bhubaneswar Reference Campus 0872,Bhubaneswar,Odisha,autonomous,,250000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00872,College of Health and Life Sciences — Bhubaneswar Reference Campus 0872,IN,100872,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
4ac0b0c8-28a3-42f6-b5c8-62b48caf23a8,Institute of Technology and Management — Ludhiana Reference Campus 0873,Ludhiana,Punjab,government,,270000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00873,Institute of Technology and Management — Ludhiana Reference Campus 0873,IN,100873,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
a6710cf1-80a1-4514-8701-55c30f57e022,College of Arts and Sciences — Gurugram Reference Campus 0874,Gurugram,Haryana,private,,290000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00874,College of Arts and Sciences — Gurugram Reference Campus 0874,IN,100874,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
f115a04f-cde3-4e32-9a1f-03b75aa1927b,School of Business and Innovation — Patna Reference Campus 0875,Patna,Bihar,deemed,,310000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00875,School of Business and Innovation — Patna Reference Campus 0875,IN,100875,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
089a24be-8943-4ac4-b4ce-eb5fd8d76f91,Institute of Engineering and Applied Studies — Guwahati Reference Campus 0876,Guwahati,Assam,autonomous,,330000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00876,Institute of Engineering and Applied Studies — Guwahati Reference Campus 0876,IN,100876,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
ac323a51-357e-4c0c-bb35-a3795e44bf0b,College of Professional Education — Ranchi Reference Campus 0877,Ranchi,Jharkhand,government,,350000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00877,College of Professional Education — Ranchi Reference Campus 0877,IN,100877,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
bb9b2c90-7d6c-436b-939a-5656cebfae07,Academy of Digital and Design Studies — Raipur Reference Campus 0878,Raipur,Chhattisgarh,private,,370000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00878,Academy of Digital and Design Studies — Raipur Reference Campus 0878,IN,100878,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
18a1ebcd-5779-4bb6-8900-26fa6fdff1fe,Institute of Commerce and Economics — Dehradun Reference Campus 0879,Dehradun,Uttarakhand,deemed,,390000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00879,Institute of Commerce and Economics — Dehradun Reference Campus 0879,IN,100879,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
c707dafb-efcc-44dd-b22b-88a8b2280e0b,College of Health and Life Sciences — Shimla Reference Campus 0880,Shimla,Himachal Pradesh,autonomous,,410000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00880,College of Health and Life Sciences — Shimla Reference Campus 0880,IN,100880,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
cc4d22e3-fcd3-4a2a-95a9-48881583d0fa,Institute of Technology and Management — Mumbai Reference Campus 0881,Mumbai,Maharashtra,government,,430000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00881,Institute of Technology and Management — Mumbai Reference Campus 0881,IN,100881,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
be1fdb89-0a85-419f-9681-cc9aed73f13b,College of Arts and Sciences — Bengaluru Reference Campus 0882,Bengaluru,Karnataka,private,,450000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00882,College of Arts and Sciences — Bengaluru Reference Campus 0882,IN,100882,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
6ede8442-6a73-4b1c-b83b-b3763df8de63,School of Business and Innovation — Chennai Reference Campus 0883,Chennai,Tamil Nadu,deemed,,470000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00883,School of Business and Innovation — Chennai Reference Campus 0883,IN,100883,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
ffd907a1-ba92-48fe-8702-22baa63c6741,Institute of Engineering and Applied Studies — Lucknow Reference Campus 0884,Lucknow,Uttar Pradesh,autonomous,,490000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00884,Institute of Engineering and Applied Studies — Lucknow Reference Campus 0884,IN,100884,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
8bccdcda-fa10-43e1-ad12-b4e4f8ef62f0,College of Professional Education — Ahmedabad Reference Campus 0885,Ahmedabad,Gujarat,government,,510000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00885,College of Professional Education — Ahmedabad Reference Campus 0885,IN,100885,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
9a17bfeb-3ab1-4107-b669-2dc2d53aeca8,Academy of Digital and Design Studies — Jaipur Reference Campus 0886,Jaipur,Rajasthan,private,,530000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00886,Academy of Digital and Design Studies — Jaipur Reference Campus 0886,IN,100886,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
b5a85b2e-93fc-42b6-9a3f-ede4ce303562,Institute of Commerce and Economics — Kolkata Reference Campus 0887,Kolkata,West Bengal,deemed,,550000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00887,Institute of Commerce and Economics — Kolkata Reference Campus 0887,IN,100887,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
1f7fcc65-ef10-4e04-a939-ab8e3fb83531,College of Health and Life Sciences — Bhopal Reference Campus 0888,Bhopal,Madhya Pradesh,autonomous,,90000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00888,College of Health and Life Sciences — Bhopal Reference Campus 0888,IN,100888,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
1cc9d5df-74eb-4b32-901b-abd3390da745,Institute of Technology and Management — Hyderabad Reference Campus 0889,Hyderabad,Telangana,government,,110000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00889,Institute of Technology and Management — Hyderabad Reference Campus 0889,IN,100889,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
c2a5b6a3-1e45-4fb3-8c05-be9c5d473b40,College of Arts and Sciences — Visakhapatnam Reference Campus 0890,Visakhapatnam,Andhra Pradesh,private,,130000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00890,College of Arts and Sciences — Visakhapatnam Reference Campus 0890,IN,100890,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
18b21809-5eaa-4373-ab66-429295ca4ede,School of Business and Innovation — Kochi Reference Campus 0891,Kochi,Kerala,deemed,,150000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00891,School of Business and Innovation — Kochi Reference Campus 0891,IN,100891,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
68525cfe-1453-41e6-9a0a-780490035a72,Institute of Engineering and Applied Studies — Bhubaneswar Reference Campus 0892,Bhubaneswar,Odisha,autonomous,,170000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00892,Institute of Engineering and Applied Studies — Bhubaneswar Reference Campus 0892,IN,100892,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
2414be52-60c7-412a-9e1a-ee0f48844d3b,College of Professional Education — Ludhiana Reference Campus 0893,Ludhiana,Punjab,government,,190000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00893,College of Professional Education — Ludhiana Reference Campus 0893,IN,100893,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
ddb34db4-a5af-4083-90b2-3d1c44218227,Academy of Digital and Design Studies — Gurugram Reference Campus 0894,Gurugram,Haryana,private,,210000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00894,Academy of Digital and Design Studies — Gurugram Reference Campus 0894,IN,100894,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
da2d10bf-9eb9-4ec8-8758-b8da8156c819,Institute of Commerce and Economics — Patna Reference Campus 0895,Patna,Bihar,deemed,,230000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00895,Institute of Commerce and Economics — Patna Reference Campus 0895,IN,100895,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
9c34f183-24bc-4cae-89ce-5be0df4dc625,College of Health and Life Sciences — Guwahati Reference Campus 0896,Guwahati,Assam,autonomous,,250000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00896,College of Health and Life Sciences — Guwahati Reference Campus 0896,IN,100896,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
5207fa36-0a1e-4c96-a5b0-b0748044fbf8,Institute of Technology and Management — Ranchi Reference Campus 0897,Ranchi,Jharkhand,government,,270000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00897,Institute of Technology and Management — Ranchi Reference Campus 0897,IN,100897,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
84829436-62d4-4c57-bca8-49df9a6652ac,College of Arts and Sciences — Raipur Reference Campus 0898,Raipur,Chhattisgarh,private,,290000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00898,College of Arts and Sciences — Raipur Reference Campus 0898,IN,100898,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
83f2c1bf-d0c6-4a67-9f1b-4ecd41efe9b6,School of Business and Innovation — Dehradun Reference Campus 0899,Dehradun,Uttarakhand,deemed,,310000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00899,School of Business and Innovation — Dehradun Reference Campus 0899,IN,100899,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
2d3d0b9c-d983-4c2e-9ac4-5b0b6a49fa89,Institute of Engineering and Applied Studies — Shimla Reference Campus 0900,Shimla,Himachal Pradesh,autonomous,,330000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00900,Institute of Engineering and Applied Studies — Shimla Reference Campus 0900,IN,100900,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
4c2fd9de-1553-4909-a5fb-63074ecc0863,College of Professional Education — Mumbai Reference Campus 0901,Mumbai,Maharashtra,government,,350000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00901,College of Professional Education — Mumbai Reference Campus 0901,IN,100901,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
c8b000e6-4b6e-4bf9-8c05-b59eaacf2418,Academy of Digital and Design Studies — Bengaluru Reference Campus 0902,Bengaluru,Karnataka,private,,370000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00902,Academy of Digital and Design Studies — Bengaluru Reference Campus 0902,IN,100902,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
bfc88f45-2122-47de-87e4-143a590001cf,Institute of Commerce and Economics — Chennai Reference Campus 0903,Chennai,Tamil Nadu,deemed,,390000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00903,Institute of Commerce and Economics — Chennai Reference Campus 0903,IN,100903,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
ef77c81c-3953-4af9-b4e2-2c7fed3947d5,College of Health and Life Sciences — Lucknow Reference Campus 0904,Lucknow,Uttar Pradesh,autonomous,,410000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00904,College of Health and Life Sciences — Lucknow Reference Campus 0904,IN,100904,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
b24379d7-feb7-48be-8b62-c27ce123c82d,Institute of Technology and Management — Ahmedabad Reference Campus 0905,Ahmedabad,Gujarat,government,,430000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00905,Institute of Technology and Management — Ahmedabad Reference Campus 0905,IN,100905,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
e71501be-c17b-4635-a314-b286fe3eaa5c,College of Arts and Sciences — Jaipur Reference Campus 0906,Jaipur,Rajasthan,private,,450000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00906,College of Arts and Sciences — Jaipur Reference Campus 0906,IN,100906,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
41e6b679-e527-4c97-baf9-d5ad3b8ad123,School of Business and Innovation — Kolkata Reference Campus 0907,Kolkata,West Bengal,deemed,,470000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00907,School of Business and Innovation — Kolkata Reference Campus 0907,IN,100907,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
b4331249-3480-4eee-a106-1fa27809f1c7,Institute of Engineering and Applied Studies — Bhopal Reference Campus 0908,Bhopal,Madhya Pradesh,autonomous,,490000,,{},"Generated reference institution record for import-pipeline validation. Verify identity, website, rankings, accreditation, fees, and outcomes against authoritative sources before publication.",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-college-00908,Institute of Engineering and Applied Studies — Bhopal Reference Campus 0908,IN,100908,generated-reference-catalog,methodology:geographic-distribution-v1,2026.1,2026-06-14,f
