id,name,short_name,level,duration_years,stream,description,avg_fees,career_tags,created_at,updated_at,degree_code,canonical_name,eligibility_summary,fee_min_inr,fee_max_inr,source_system,source_reference,data_version,last_reviewed_at,is_published
5d4ff6cb-db8d-4ab5-a4c1-afb5d647930b,Bachelor of Electronics Engineering (Operations),B.ELEC-08,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with operations applications.,280000,"{electronics-engineering,operations}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-080,Bachelor of Electronics Engineering (Operations),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,170000.00,300000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
01d27478-2c3a-41b7-bdfc-19973501cc01,Bachelor of Electronics Engineering (Product Development),B.ELEC-09,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with product development applications.,405000,"{electronics-engineering,product-development}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-081,Bachelor of Electronics Engineering (Product Development),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,270000.00,475000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
032ac61e-97ff-4cd3-998e-19c14a3617df,Bachelor of Electronics Engineering (Entrepreneurship),B.ELEC-10,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with entrepreneurship applications.,530000,"{electronics-engineering,entrepreneurship}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-082,Bachelor of Electronics Engineering (Entrepreneurship),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,130000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
a14b4e9d-83dc-44f6-9172-4d2e5c1f8aa8,Bachelor of Electronics Engineering (International Studies),B.ELEC-11,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with international studies applications.,205000,"{electronics-engineering,international-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-083,Bachelor of Electronics Engineering (International Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,230000.00,825000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
f17bacf6-e335-4eec-8bd3-91d883093289,Bachelor of Electronics Engineering (Human-Centred Practice),B.ELEC-12,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with human-centred practice applications.,330000,"{electronics-engineering,human-centred-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-084,Bachelor of Electronics Engineering (Human-Centred Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,300000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
70507509-6704-4406-a596-51efc47dede4,Bachelor of Electronics Engineering (Financial Applications),B.ELEC-13,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with financial applications applications.,455000,"{electronics-engineering,financial-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-085,Bachelor of Electronics Engineering (Financial Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,190000.00,475000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
e8eb7fdf-bb99-4ddf-bc69-88916382541e,Bachelor of Electronics Engineering (Healthcare Applications),B.ELEC-14,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with healthcare applications applications.,580000,"{electronics-engineering,healthcare-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-086,Bachelor of Electronics Engineering (Healthcare Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,290000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
87d1ce56-2b7d-4802-a935-1632f18234e5,Bachelor of Electronics Engineering (Education Applications),B.ELEC-15,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with education applications applications.,255000,"{electronics-engineering,education-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-087,Bachelor of Electronics Engineering (Education Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,150000.00,825000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
a2de68bb-94a0-49b3-86c3-8311d26f969d,Bachelor of Electronics Engineering (Public Sector Applications),B.ELEC-16,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with public sector applications applications.,380000,"{electronics-engineering,public-sector-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-088,Bachelor of Electronics Engineering (Public Sector Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,250000.00,300000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
d8a81095-63f0-442b-aab1-88a25d4bfc69,Bachelor of Electronics Engineering (Industrial Practice),B.ELEC-17,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with industrial practice applications.,505000,"{electronics-engineering,industrial-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-089,Bachelor of Electronics Engineering (Industrial Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,110000.00,475000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
dd18b6e8-b53f-4d9d-abfe-1a4af6225e07,Bachelor of Electronics Engineering (Strategic Management),B.ELEC-18,undergrad,4,Electronics Engineering,Undergraduate pathway combining core Electronics Engineering foundations with strategic management applications.,180000,"{electronics-engineering,strategic-management}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-090,Bachelor of Electronics Engineering (Strategic Management),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
a382ad29-878d-452e-b06f-29d66685da32,Bachelor of Electrical Engineering (General),B.ELEC-01,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with general applications.,330000,"{electrical-engineering,general}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-091,Bachelor of Electrical Engineering (General),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,510000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
eb05d0e4-8c80-410f-9827-e5cc218a4f69,Bachelor of Electrical Engineering (Applied Studies),B.ELEC-02,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with applied studies applications.,480000,"{electrical-engineering,applied-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-092,Bachelor of Electrical Engineering (Applied Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
5255e06f-d991-4cc0-86e8-2519992db240,Bachelor of Electrical Engineering (Advanced Systems),B.ELEC-03,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with advanced systems applications.,180000,"{electrical-engineering,advanced-systems}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-093,Bachelor of Electrical Engineering (Advanced Systems),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,930000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
8ab39b3f-042d-4a9d-911f-962519cf71f2,Bachelor of Electrical Engineering (Analytics),B.ELEC-04,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with analytics applications.,330000,"{electrical-engineering,analytics}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-094,Bachelor of Electrical Engineering (Analytics),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,440000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
2a97c5d9-fb39-49f7-b95a-8c1e98e82f4c,Bachelor of Electrical Engineering (Digital Innovation),B.ELEC-05,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with digital innovation applications.,480000,"{electrical-engineering,digital-innovation}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-095,Bachelor of Electrical Engineering (Digital Innovation),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
ee0b6f0a-64d4-4594-a00a-0d8d2a80a33c,Bachelor of Electrical Engineering (Sustainable Practice),B.ELEC-06,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with sustainable practice applications.,180000,"{electrical-engineering,sustainable-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-096,Bachelor of Electrical Engineering (Sustainable Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,860000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
c4690d6f-b9f8-430f-8220-b9d39c39e88d,Bachelor of Electrical Engineering (Research),B.ELEC-07,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with research applications.,330000,"{electrical-engineering,research}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-097,Bachelor of Electrical Engineering (Research),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,370000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
bff6df4d-7f0f-4259-85e2-298ba6d8a492,Bachelor of Electrical Engineering (Operations),B.ELEC-08,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with operations applications.,480000,"{electrical-engineering,operations}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-098,Bachelor of Electrical Engineering (Operations),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,580000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
2801b3ed-4e5d-41e0-aa25-32fe8010c8c0,Bachelor of Electrical Engineering (Product Development),B.ELEC-09,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with product development applications.,180000,"{electrical-engineering,product-development}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-099,Bachelor of Electrical Engineering (Product Development),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,790000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
f5899eec-5d76-49a8-969f-676a53fb2bff,Bachelor of Electrical Engineering (Entrepreneurship),B.ELEC-10,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with entrepreneurship applications.,330000,"{electrical-engineering,entrepreneurship}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-100,Bachelor of Electrical Engineering (Entrepreneurship),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,300000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
063aa96e-7ebe-4ee0-a1fe-6bd5fd1112f9,Bachelor of Electrical Engineering (International Studies),B.ELEC-11,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with international studies applications.,480000,"{electrical-engineering,international-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-101,Bachelor of Electrical Engineering (International Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,510000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
addf426e-e626-42f5-b694-8dda839f1eff,Bachelor of Electrical Engineering (Human-Centred Practice),B.ELEC-12,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with human-centred practice applications.,180000,"{electrical-engineering,human-centred-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-102,Bachelor of Electrical Engineering (Human-Centred Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
e94e4e83-d5f1-4147-93f3-10147050fc1e,Bachelor of Electrical Engineering (Financial Applications),B.ELEC-13,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with financial applications applications.,330000,"{electrical-engineering,financial-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-103,Bachelor of Electrical Engineering (Financial Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,930000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
6ee1763e-0ccd-4631-8d8f-37c1778f1cf9,Bachelor of Electrical Engineering (Healthcare Applications),B.ELEC-14,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with healthcare applications applications.,480000,"{electrical-engineering,healthcare-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-104,Bachelor of Electrical Engineering (Healthcare Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,440000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
8b6de74a-8810-4bcb-ab1e-59a1b3712f15,Bachelor of Electrical Engineering (Education Applications),B.ELEC-15,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with education applications applications.,180000,"{electrical-engineering,education-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-105,Bachelor of Electrical Engineering (Education Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
c0c3abbc-e5a9-49fd-92db-8fda7d65e267,Bachelor of Electrical Engineering (Public Sector Applications),B.ELEC-16,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with public sector applications applications.,330000,"{electrical-engineering,public-sector-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-106,Bachelor of Electrical Engineering (Public Sector Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,860000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
3d11718e-4177-4dbf-b7a3-10c77746126f,Bachelor of Electrical Engineering (Industrial Practice),B.ELEC-17,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with industrial practice applications.,480000,"{electrical-engineering,industrial-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-107,Bachelor of Electrical Engineering (Industrial Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,370000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
988121df-af66-4b5b-8b81-7451e64d384d,Bachelor of Electrical Engineering (Strategic Management),B.ELEC-18,undergrad,4,Electrical Engineering,Undergraduate pathway combining core Electrical Engineering foundations with strategic management applications.,180000,"{electrical-engineering,strategic-management}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-108,Bachelor of Electrical Engineering (Strategic Management),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,580000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
31f2444d-98e9-4599-ae94-cc3adb0367b1,Bachelor of Mechanical Engineering (General),B.MECH-01,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with general applications.,355000,"{mechanical-engineering,general}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-109,Bachelor of Mechanical Engineering (General),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,230000.00,545000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
e94b0309-f804-4ed8-894a-7016b8fedde5,Bachelor of Mechanical Engineering (Applied Studies),B.MECH-02,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with applied studies applications.,530000,"{mechanical-engineering,applied-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-110,Bachelor of Mechanical Engineering (Applied Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,130000.00,790000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
b082c055-0d79-4db5-a1ac-77a668e66931,Bachelor of Mechanical Engineering (Advanced Systems),B.MECH-03,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with advanced systems applications.,255000,"{mechanical-engineering,advanced-systems}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-111,Bachelor of Mechanical Engineering (Advanced Systems),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,270000.00,335000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
b155d786-ba78-4d45-a657-d17abc879430,Bachelor of Mechanical Engineering (Analytics),B.MECH-04,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with analytics applications.,430000,"{mechanical-engineering,analytics}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-112,Bachelor of Mechanical Engineering (Analytics),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,170000.00,580000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
e6cc97e4-2ff1-446d-a0cc-398693a3b521,Bachelor of Mechanical Engineering (Digital Innovation),B.MECH-05,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with digital innovation applications.,605000,"{mechanical-engineering,digital-innovation}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-113,Bachelor of Mechanical Engineering (Digital Innovation),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,310000.00,825000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
06dcc295-9668-4bf8-b8b0-04ba8d395d29,Bachelor of Mechanical Engineering (Sustainable Practice),B.MECH-06,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with sustainable practice applications.,330000,"{mechanical-engineering,sustainable-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-114,Bachelor of Mechanical Engineering (Sustainable Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,370000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
860bceed-1010-48cc-809e-5548850a701c,Bachelor of Mechanical Engineering (Research),B.MECH-07,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with research applications.,505000,"{mechanical-engineering,research}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-115,Bachelor of Mechanical Engineering (Research),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,110000.00,615000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
5f123828-618f-4808-abb1-bd9e3a8fc7b7,Bachelor of Mechanical Engineering (Operations),B.MECH-08,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with operations applications.,230000,"{mechanical-engineering,operations}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-116,Bachelor of Mechanical Engineering (Operations),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,250000.00,860000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
8fd90b01-92c2-46cd-9d50-266048fe270c,Bachelor of Mechanical Engineering (Product Development),B.MECH-09,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with product development applications.,405000,"{mechanical-engineering,product-development}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-117,Bachelor of Mechanical Engineering (Product Development),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,150000.00,405000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
4382adc7-b3f1-4cc2-a2db-866662d1b4f5,Bachelor of Mechanical Engineering (Entrepreneurship),B.MECH-10,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with entrepreneurship applications.,580000,"{mechanical-engineering,entrepreneurship}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-118,Bachelor of Mechanical Engineering (Entrepreneurship),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,290000.00,650000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
f8331133-0f8e-44e5-8d5f-6ce3059ccc61,Bachelor of Mechanical Engineering (International Studies),B.MECH-11,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with international studies applications.,305000,"{mechanical-engineering,international-studies}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-119,Bachelor of Mechanical Engineering (International Studies),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,190000.00,895000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
50c8f997-dad3-4077-b6fb-c564432e6f54,Bachelor of Mechanical Engineering (Human-Centred Practice),B.MECH-12,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with human-centred practice applications.,480000,"{mechanical-engineering,human-centred-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-120,Bachelor of Mechanical Engineering (Human-Centred Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,90000.00,440000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
3027d61b-20d3-4843-90c4-39af6a4f8904,Bachelor of Mechanical Engineering (Financial Applications),B.MECH-13,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with financial applications applications.,205000,"{mechanical-engineering,financial-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-121,Bachelor of Mechanical Engineering (Financial Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,230000.00,685000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
b52ae384-25d4-4292-b110-107b83f54478,Bachelor of Design (Operations),B.DESI-08,undergrad,3,Design,Undergraduate pathway combining core Design foundations with operations applications.,280000,"{design,operations}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-242,Bachelor of Design (Operations),Class 12 or equivalent from a recognised board. Institution-specific merit or entrance requirements may apply.,170000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
d0729b31-1b1e-44c9-a6b9-24ecf0dbe74b,Bachelor of Mechanical Engineering (Healthcare Applications),B.MECH-14,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with healthcare applications applications.,380000,"{mechanical-engineering,healthcare-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-122,Bachelor of Mechanical Engineering (Healthcare Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,130000.00,930000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
cefccce9-9033-4f21-ad89-b0fafcafe991,Bachelor of Mechanical Engineering (Education Applications),B.MECH-15,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with education applications applications.,555000,"{mechanical-engineering,education-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-123,Bachelor of Mechanical Engineering (Education Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,270000.00,475000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
0cd5ed93-e7ea-4313-8483-2787e3fed07d,Bachelor of Mechanical Engineering (Public Sector Applications),B.MECH-16,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with public sector applications applications.,280000,"{mechanical-engineering,public-sector-applications}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-124,Bachelor of Mechanical Engineering (Public Sector Applications),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,170000.00,720000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
70328be4-d434-4bf2-933c-6073a0f8ae35,Bachelor of Mechanical Engineering (Industrial Practice),B.MECH-17,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with industrial practice applications.,455000,"{mechanical-engineering,industrial-practice}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-125,Bachelor of Mechanical Engineering (Industrial Practice),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,310000.00,965000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
828c3d22-3ea5-43a1-892d-3264672f054d,Bachelor of Mechanical Engineering (Strategic Management),B.MECH-18,undergrad,4,Mechanical Engineering,Undergraduate pathway combining core Mechanical Engineering foundations with strategic management applications.,180000,"{mechanical-engineering,strategic-management}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-126,Bachelor of Mechanical Engineering (Strategic Management),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,210000.00,510000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
890bae64-a5a5-4d09-b101-f68077170708,Bachelor of Civil Engineering (General),B.CIVI-01,undergrad,4,Civil Engineering,Undergraduate pathway combining core Civil Engineering foundations with general applications.,380000,"{civil-engineering,general}",2026-06-14 05:26:28.246259+00,2026-06-14 05:26:28.246259+00,edu-degree-127,Bachelor of Civil Engineering (General),Class 12 or equivalent with Mathematics; science subjects preferred. Institution-specific entrance requirements may apply.,250000.00,580000.00,generated-reference-catalog,methodology:taxonomy-combination-v1,2026.1,2026-06-14,t
