career_id,ai_disruption_risk,future_demand_score,work_life_balance_score,remote_work_potential,entrepreneurship_potential,methodology_version,rationale,source_names,assessed_at,updated_at
ed4fc491-ed9c-46cf-b1d1-716813f14869,25,80,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
bbe4af51-cfa8-4d0c-9d90-d99e47972ab4,52,74,52,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
5d93865f-f5c0-4512-9428-7dd981958e1e,52,91,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
094b348d-fc6b-4c33-b945-96cf6a50da8a,78,65,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b558611c-c19a-46fc-a03f-7a8f002086a6,25,70,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ed4774b1-33b2-4401-99d7-9146f1101e7e,52,87,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
55afe922-a6f3-47dc-a828-0a212609f3b9,52,67,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
1221e49b-5a03-4d07-8f58-bb68f4d927bf,78,48,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
6f8fa038-65cf-451c-8115-275c3e5b5546,78,89,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
cf1af439-e0a4-4ddf-b26b-b0957a451bca,78,79,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
7f8e07ed-f69c-4e7f-9588-048724033276,78,64,52,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
58d5d060-7873-4dd9-9634-01fae26134c1,25,87,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
196be798-d325-4a98-a6d0-7100fb08da1d,78,63,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
25f72b94-973b-41b1-a6b4-32d504cbfb15,78,79,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e30d2137-c14e-4867-b53a-0c317164fb59,25,83,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ec97c992-653d-44f1-b268-c8c417858569,78,79,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
492329f5-9de7-4184-922f-f416dcf59a77,78,57,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e22cab25-bd94-41d2-975c-f2132d8b964a,25,46,70,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8b8280d4-9a01-492b-a164-9d3fe3154715,52,41,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c39ce6e8-6a3a-4510-a9b0-bbecb09e37dc,78,57,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
66b7080c-7ee3-494c-a87f-80a4faadeb3a,25,56,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
95a5067e-5b07-429d-a04b-4166c96744cc,52,50,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
34d97c04-3dc8-46f4-a7ce-2cf58a165654,25,46,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8b06f2c3-35ec-4e3a-99a4-ae3b37fdbd1d,52,72,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b08539dc-ee94-41e4-8f6f-316360eb2eb1,25,92,52,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
0bf57e74-012a-4709-864f-9e00ada401dc,52,61,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
59f1ac35-ee64-48ee-9ef3-e3155268f2a6,52,50,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
d5ffc256-bad4-4ddf-98c3-0ba17a4aeb15,25,45,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
730e1173-3432-492f-aaa3-3d6a14ccac8b,78,50,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ec8eca35-9446-4dd3-8075-daa1cadee4b1,52,43,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ce01bcb5-e2da-4c74-b787-b78af324bbb4,25,92,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
aee5eb99-24b0-4332-9153-e15d4dc7b335,52,75,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
cc1392b2-5a3a-4bd7-aa6e-62354e50b6e5,52,53,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
3512e7f3-d77b-4c2c-aa45-f3cc11ddea81,52,42,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
0fa71f5f-f8ca-437d-8511-64334ad8bf99,52,54,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
277e41f0-a756-4136-9081-13be788b5eef,52,84,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
1b1fc5ce-161f-4475-938c-de4a4ff682bf,78,62,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
6ef24a28-7666-4fb5-a3c4-821a0c4711fa,78,42,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
65b0229d-70fd-41ec-9a41-5941c7463a2d,52,62,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
79d03ba3-224c-4060-bd82-d45f75d0658c,78,51,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b973f261-0852-40f5-822c-484ac6ccb212,78,95,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
cd03f834-e6f9-4375-b504-d53dfd174b4a,78,59,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f8ecb70d-2b52-44d1-8f14-290126307025,25,76,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4bda8de2-72a5-419a-bbcd-df1e8c4cb211,52,69,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c10faacf-2c25-400f-9a24-ca072475bab2,52,85,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e6c1af97-a1a5-4250-953f-2254f57f761c,52,81,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
6def81c8-75b2-4cba-b821-c123855f1530,78,75,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4525c660-f09f-4f2e-a949-bf834f89ff25,52,67,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
508590e8-6adb-4444-ae64-d2681c4548f2,52,82,52,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
59d32571-bb76-447e-9c59-f0102d33d794,78,61,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8fd6cd61-aaef-4df1-8d58-82a2a131c2f0,78,66,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
fafaa1bd-5bdd-455f-bd3f-708dc9ce9624,25,63,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b60bca24-57d5-4090-9b1d-0f3c8f730d9e,78,59,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c50c91b1-0c6d-49d8-a00e-20ac88ee4a49,25,84,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c206a559-d3eb-4647-8a7e-910e0ec512dc,52,89,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8bd57f4e-fa12-4f76-89a4-47b5fd93e62e,25,86,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
3ddb934d-6593-464f-86d7-e526f4e24fa3,52,42,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
5293d9af-e6d4-4179-8fd5-0d86c39e50ec,25,82,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
a0ab0810-303b-4267-af31-0148fbaa9278,25,82,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4f17135d-32a2-46c4-a5d5-e0ed54cfff84,78,66,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e2c20bab-c529-472d-9d42-37d36857efe8,52,77,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
d17f9e97-7eb1-44dd-bd9b-1ff4bde9bdc2,25,77,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
3c229710-6016-4fdf-b8ef-f91572162e3a,52,90,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4d65e2f8-07c9-4207-98e2-98342ffbda63,52,68,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b9018be3-ad30-4160-9016-0bc8fad9d170,25,83,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
7df4b8ed-e428-4928-8b2d-eaa612a71286,25,50,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
53eb31e2-2dd7-46f6-be88-d167ded1fb6b,78,41,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f806ba84-22c2-4768-9c71-4732f32d6cd2,78,49,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
a4963511-11cc-4f70-912a-99bb9c241e1c,78,89,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
26231bc2-b97b-49a3-a8f5-3136fd079b59,52,53,70,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
be0b7c45-8f7e-4736-a066-708a15583b0a,78,73,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
0b1bf9b6-9f79-44c5-9f90-50d8f7eb2a32,52,50,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
34a3b935-99c2-435e-9181-09e92984d525,52,45,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
98a0fe8e-c36e-4948-bb45-330eaffd9e52,78,67,70,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4a787e5e-84f1-4602-8303-75017da1ec5b,52,73,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
987cdcfa-c167-496f-a301-b7ad02d0c583,25,44,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f0e8c9d9-5c01-462f-b3e9-2060b619b4c4,25,94,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4047e6f0-ef81-47d0-a515-afca6c8c21a4,25,45,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
2fcf16ec-ce22-440b-b048-116cab56b469,52,74,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
78df5425-d479-4823-a822-7d427c0015e9,52,52,62,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
2150344a-8f43-4f90-894c-a075395119f9,52,86,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
c1cb4d99-03fb-4a38-9696-57fce0e1cfd1,25,68,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
62323d33-a62f-4357-939d-28dcb2b5cac9,25,82,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8b827a4b-e3f1-4e54-bcdc-835fb458366c,52,54,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b1b68d9b-0a23-402b-bc51-f3c45074f8e6,78,57,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
2bbe31fe-c45d-43cd-8378-61ee2f8cc287,25,90,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e3012873-ec58-49ff-984a-fd63299eba97,25,72,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
79ed176e-91be-4f2a-a138-b8ed61cc6f0f,52,68,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8d5cfece-9dff-4c29-a222-8beb8bc34750,52,68,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
be866cad-71fd-445e-ba02-e84aa38ed684,52,83,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
aaa62745-8383-4c9e-b2dc-df5cb3d2bec5,25,73,52,25,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
49973a43-f5e8-4201-83eb-7486aafe7240,78,76,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
211edb68-cfd3-4977-bce3-852dde69c95c,78,50,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
e1f451d6-4e01-4ca0-a764-4ccad6e00135,78,61,70,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
8e57590a-6864-4574-bab6-e96c21ac85c1,52,67,52,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
3cffa2f9-c389-4b91-ba4c-c0c4a7a49ad3,78,69,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
5024b6c4-5ec4-4285-a729-259c345ed03d,52,77,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
f0e9af22-b410-4e19-9cc6-a423fb2a7b17,25,79,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ad6940c5-347b-464b-9103-9960d83aec26,52,48,62,60,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
ddc87a3a-1293-4ac9-97bb-678bef71ac90,52,47,62,85,78,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
b99b7d67-02fd-4859-a9fc-00f12d0b1bb8,52,86,62,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
a657dba3-d4fc-4567-9d0a-7b9d66254ae1,52,59,52,60,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
4d99bb18-3a41-4042-81af-d576797ad4c8,78,66,62,85,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
44ba77b2-2f04-449d-9394-53749d7c1a57,52,46,62,25,55,career-gps-outlook-2026.1,"Composite heuristic normalized to 0–100 from task structure, work setting, digitization, demand and self-employment pathways.","{""Career GPS occupation research model""}",2026-06-13,2026-06-13 04:25:25.412242+00
