id,title,emoji,description,salary_entry,salary_mid,demand_index,ai_risk,required_education,alternatives,tags,created_at,updated_at,salary_senior,category,skills_required,degrees_accepted,certifications,future_demand,growth_rate,top_companies,remote_opportunities,career_code,canonical_name,day_to_day_summary,personality_fit,source_system,source_reference,data_version,last_reviewed_at,is_published
ce01bcb5-e2da-4c74-b787-b78af324bbb4,Data Entry Operator,💼,Enters and maintains data records.,6,16,92,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,42,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",High,25,"{Bain,Deloitte,McKinsey,BCG}",None,data-entry-operator,Data Entry Operator,Enters and maintains data records.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
aee5eb99-24b0-4332-9153-e15d4dc7b335,Database Administrator,💻,"Manages database performance, backup and security.",2,7,75,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,35,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",High,12,"{Razorpay,Microsoft,TCS,Flipkart}",Low,database-administrator,Database Administrator,"Manages database performance, backup and security.","Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
cc1392b2-5a3a-4bd7-aa6e-62354e50b6e5,Day Trader,💰,Trades intraday financial markets.,8,13,53,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,42,finance,"{""Financial Modeling"",Excel,Accounting,Analytics,Communication}","{B.Com,M.Com,CA,CFA,""MBA Finance""}","{CFA,FRM,NISM,CPA}",High,12,"{""Goldman Sachs"",ICICI,HDFC,""JP Morgan""}",Low,day-trader,Day Trader,Trades intraday financial markets.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
3512e7f3-d77b-4c2c-aa45-f3cc11ddea81,Dean of Students,📚,Leads student affairs at universities.,6,14,42,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,37,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",Medium,2,"{BYJU's,Vedantu,Universities,Unacademy}",Medium,dean-of-students,Dean of Students,Leads student affairs at universities.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
0fa71f5f-f8ca-437d-8511-64334ad8bf99,Decentralized Identity Engineer,🚀,Builds decentralized identity systems.,5,11,54,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",High,17,"{Microsoft,""Reliance Jio"",Tata,OpenAI}",High,decentralized-identity-engineer,Decentralized Identity Engineer,Builds decentralized identity systems.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
277e41f0-a756-4136-9081-13be788b5eef,DeFi Analyst,🚀,Analyzes decentralized finance protocols.,2,6,84,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,35,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",High,15,"{""Reliance Jio"",Tata,OpenAI,DeepMind}",Low,defi-analyst,DeFi Analyst,Analyzes decentralized finance protocols.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
1b1fc5ce-161f-4475-938c-de4a4ff682bf,Delivery Rider,🔧,Delivers food and packages.,7,19,62,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,36,trades,"{""Manual Skills"",Safety,""Tools Knowledge"",""Problem Solving"",Stamina}","{ITI,Diploma,Certification,Apprenticeship}","{""ITI Cert"",Apprenticeship,""Trade License""}",Very High,12,"{""Self Employed"",""Local Firms"",Contractor,Industry}",Medium,delivery-rider,Delivery Rider,Delivers food and packages.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
6ef24a28-7666-4fb5-a3c4-821a0c4711fa,Demand Generation Manager,💼,Drives top-of-funnel marketing.,3,14,42,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,25,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",High,15,"{BCG,McKinsey,TCS,Bain}",High,demand-generation-manager,Demand Generation Manager,Drives top-of-funnel marketing.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
65b0229d-70fd-41ec-9a41-5941c7463a2d,Demand Planner,💼,Forecasts product demand.,2,6,62,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,21,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",Medium,12,"{Deloitte,TCS,Bain,McKinsey}",High,demand-planner,Demand Planner,Forecasts product demand.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
79d03ba3-224c-4060-bd82-d45f75d0658c,Dental Assistant,🩺,Supports dentists during procedures.,7,13,51,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,12,"{AIIMS,Fortis,Apollo,Max}",None,dental-assistant,Dental Assistant,Supports dentists during procedures.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
b973f261-0852-40f5-822c-484ac6ccb212,Dental Hygienist,🩺,Cleans teeth and educates patients.,2,7,95,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,20,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,24,"{Fortis,Max,Manipal,AIIMS}",None,dental-hygienist,Dental Hygienist,Cleans teeth and educates patients.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
cd03f834-e6f9-4375-b504-d53dfd174b4a,Dentist,🩺,Provides oral and dental care.,5,13,59,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",Low,6,"{AIIMS,Apollo,Manipal,Max}",None,dentist,Dentist,Provides oral and dental care.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
f8ecb70d-2b52-44d1-8f14-290126307025,Dermatologist,🩺,Treats skin conditions.,3,9,76,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,36,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,7,"{Max,Manipal,AIIMS,Fortis}",Medium,dermatologist,Dermatologist,Treats skin conditions.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
4bda8de2-72a5-419a-bbcd-df1e8c4cb211,Destination Marketing Manager,💼,Promotes regional tourism.,5,10,69,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,19,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",Medium,16,"{BCG,TCS,Deloitte,McKinsey}",Medium,destination-marketing-manager,Destination Marketing Manager,Promotes regional tourism.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
c10faacf-2c25-400f-9a24-ca072475bab2,Detective,🏛️,Investigates crimes.,8,14,85,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,22,public,"{""Public Service"",Ethics,Communication,Leadership,Discipline}","{BA,""Civil Services"",NDA,""BA Pol Sci""}","{UPSC,SSC,""Defense Service Exam""}",Medium,11,"{""Indian Army"",""State Govt"",Police,NGOs}",Low,detective,Detective,Investigates crimes.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
e6c1af97-a1a5-4250-953f-2254f57f761c,Developer Advocate,💻,Engages developer communities.,7,17,81,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,37,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",High,22,"{Microsoft,Amazon,Flipkart,TCS}",Medium,developer-advocate,Developer Advocate,Engages developer communities.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
6def81c8-75b2-4cba-b821-c123855f1530,Developer Relations Manager,💻,Leads developer relations programs.,4,14,75,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,23,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",Very High,4,"{Razorpay,Infosys,TCS,Microsoft}",High,developer-relations-manager,Developer Relations Manager,Leads developer relations programs.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
4525c660-f09f-4f2e-a949-bf834f89ff25,DevOps Engineer,💻,"Automates infrastructure, CI/CD pipelines and deployments.",3,12,67,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,26,tech,"{Programming,""Problem Solving"",""System Design"",Cloud,Git}","{""B.Tech CSE"",BCA,MCA,""B.Sc IT"",Bootcamp}","{""AWS Certified"",""Google Cloud Cert"",""Coursera Cert"",""Meta Cert""}",High,6,"{TCS,Microsoft,Flipkart,Razorpay}",None,devops-engineer,DevOps Engineer,"Automates infrastructure, CI/CD pipelines and deployments.","Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
508590e8-6adb-4444-ae64-d2681c4548f2,Dietitian,🩺,Designs nutrition plans for health.,6,13,82,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,43,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,15,"{Apollo,AIIMS,Manipal,Fortis}",Low,dietitian,Dietitian,Designs nutrition plans for health.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
59d32571-bb76-447e-9c59-f0102d33d794,Digital Marketing Specialist,💼,Runs online marketing across channels.,6,17,61,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,33,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",High,15,"{Deloitte,McKinsey,BCG,Bain}",Low,digital-marketing-specialist,Digital Marketing Specialist,Runs online marketing across channels.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
8fd6cd61-aaef-4df1-8d58-82a2a131c2f0,Digital Twin Engineer,🚀,Builds digital twin systems.,5,13,66,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,23,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",Very High,6,"{DeepMind,Microsoft,OpenAI,""Reliance Jio""}",Medium,digital-twin-engineer,Digital Twin Engineer,Builds digital twin systems.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
fafaa1bd-5bdd-455f-bd3f-708dc9ce9624,Diplomat,🏛️,Represents country abroad.,8,17,63,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,26,public,"{""Public Service"",Ethics,Communication,Leadership,Discipline}","{BA,""Civil Services"",NDA,""BA Pol Sci""}","{UPSC,SSC,""Defense Service Exam""}",High,20,"{""State Govt"",GoI,""Indian Army"",NGOs}",Low,diplomat,Diplomat,Represents country abroad.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
b60bca24-57d5-4090-9b1d-0f3c8f730d9e,Disaster Recovery Manager,🏛️,Manages recovery from disasters.,5,9,59,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,18,public,"{""Public Service"",Ethics,Communication,Leadership,Discipline}","{BA,""Civil Services"",NDA,""BA Pol Sci""}","{UPSC,SSC,""Defense Service Exam""}",High,23,"{""Indian Army"",""State Govt"",Police,NGOs}",Low,disaster-recovery-manager,Disaster Recovery Manager,Manages recovery from disasters.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
c50c91b1-0c6d-49d8-a00e-20ac88ee4a49,Diversity & Inclusion Manager,💼,Drives DEI strategy and programs.,5,13,84,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,42,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",Medium,4,"{Deloitte,Bain,TCS,BCG}",Low,diversity-inclusion-manager,Diversity & Inclusion Manager,Drives DEI strategy and programs.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
c206a559-d3eb-4647-8a7e-910e0ec512dc,Diversity Recruiter,💼,Recruits diverse talent.,8,17,89,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,38,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",Very High,25,"{Bain,BCG,TCS,McKinsey}",Low,diversity-recruiter,Diversity Recruiter,Recruits diverse talent.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
8bd57f4e-fa12-4f76-89a4-47b5fd93e62e,DJ,🎬,Performs music for live audiences.,4,13,86,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,35,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",Very High,18,"{Disney,Netflix,NDTV,""Times Group""}",Low,dj,DJ,Performs music for live audiences.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
3ddb934d-6593-464f-86d7-e526f4e24fa3,Doctor (MBBS),🩺,Diagnoses and treats patients across general medicine.,5,15,42,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,28,healthcare,"{""Patient Care"",""Clinical Knowledge"",Empathy,Diagnostics,Communication}","{MBBS,BDS,B.Pharm,""B.Sc Nursing"",BPT}","{BLS,ACLS,""NEET PG"",USMLE,""Specialty Boards""}",High,19,"{Fortis,AIIMS,Apollo,Manipal}",Medium,doctor-mbbs,Doctor (MBBS),Diagnoses and treats patients across general medicine.,"Empathetic, resilient, detail-oriented and motivated by service.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
5293d9af-e6d4-4179-8fd5-0d86c39e50ec,Documentary Filmmaker,🎬,Produces documentary films.,6,18,82,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",Medium,13,"{""Times Group"",Netflix,Disney,NDTV}",Low,documentary-filmmaker,Documentary Filmmaker,Produces documentary films.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
a0ab0810-303b-4267-af31-0148fbaa9278,Dog Groomer,🔧,Grooms pet dogs.,4,11,82,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,trades,"{""Manual Skills"",Safety,""Tools Knowledge"",""Problem Solving"",Stamina}","{ITI,Diploma,Certification,Apprenticeship}","{""ITI Cert"",Apprenticeship,""Trade License""}",Medium,5,"{""Self Employed"",Contractor,""Local Firms"",Industry}",Low,dog-groomer,Dog Groomer,Grooms pet dogs.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
4f17135d-32a2-46c4-a5d5-e0ed54cfff84,Drafter,⚙️,Creates technical drawings.,4,12,66,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,37,engineering,"{Mathematics,CAD,""Problem Solving"",""Project Mgmt"",""Domain Knowledge""}","{B.Tech,B.E,M.Tech,""Diploma in Engg""}","{GATE,""PE License"",""Six Sigma"",""AutoCAD Cert""}",Medium,13,"{BHEL,Reliance,Siemens,Tata}",Low,drafter,Drafter,Creates technical drawings.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
e2c20bab-c529-472d-9d42-37d36857efe8,Drone Pilot,🚀,Operates UAVs commercially.,8,18,77,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,47,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",High,11,"{Microsoft,""Reliance Jio"",DeepMind,Tata}",High,drone-pilot,Drone Pilot,Operates UAVs commercially.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
d17f9e97-7eb1-44dd-bd9b-1ff4bde9bdc2,Dropshipper,💼,Runs an e-commerce store without inventory.,4,14,77,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,37,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",Medium,3,"{Bain,McKinsey,TCS,BCG}",Medium,dropshipper,Dropshipper,Runs an e-commerce store without inventory.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
3c229710-6016-4fdf-b8ef-f91572162e3a,E-commerce Seller,💼,Sells products online.,3,14,90,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,business,"{Communication,Strategy,Excel,""Project Management"",""Stakeholder Mgmt""}","{BBA,MBA,B.Com,""Diploma in Mgmt""}","{PMP,""Six Sigma"",""Google PM Cert"",""HubSpot Cert""}",High,13,"{BCG,McKinsey,Bain,Deloitte}",None,e-commerce-seller,E-commerce Seller,Sells products online.,"Decisive, persuasive, commercially aware and comfortable with ambiguity.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
4d65e2f8-07c9-4207-98e2-98342ffbda63,E-sports Caster,⚽,Commentates on competitive gaming.,2,9,68,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,21,sports,"{Discipline,""Physical Fitness"",Coaching,""Mental Toughness"",Teamwork}","{BPEd,""Sports Science Degree"",""Coaching Cert""}","{""NIS Coaching"",""ACE Cert"",""First Aid""}",High,12,"{Clubs,""Sports Brands"",Federations,BCCI}",Low,e-sports-caster,E-sports Caster,Commentates on competitive gaming.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
b9018be3-ad30-4160-9016-0bc8fad9d170,E-sports Player,⚽,Competes professionally in video games.,2,13,83,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,29,sports,"{Discipline,""Physical Fitness"",Coaching,""Mental Toughness"",Teamwork}","{BPEd,""Sports Science Degree"",""Coaching Cert""}","{""NIS Coaching"",""ACE Cert"",""First Aid""}",High,12,"{Clubs,Federations,""Sports Brands"",BCCI}",Medium,e-sports-player,E-sports Player,Competes professionally in video games.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
7df4b8ed-e428-4928-8b2d-eaa612a71286,Ecologist,🔬,Studies ecosystems and environmental interactions.,5,17,50,Low,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,41,science,"{Research,Statistics,""Critical Thinking"",""Lab Work"",Writing}","{B.Sc,M.Sc,PhD,""Integrated MS""}","{""Lab Safety Cert"",""Statistics Cert"",""Domain Cert""}",Medium,18,"{TIFR,CSIR,ISRO,IISc}",None,ecologist,Ecologist,Studies ecosystems and environmental interactions.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
53eb31e2-2dd7-46f6-be88-d167ded1fb6b,Economist,🔬,"Studies production, distribution and consumption.",3,15,41,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,36,science,"{Research,Statistics,""Critical Thinking"",""Lab Work"",Writing}","{B.Sc,M.Sc,PhD,""Integrated MS""}","{""Lab Safety Cert"",""Statistics Cert"",""Domain Cert""}",Medium,3,"{IISc,TIFR,CSIR,DRDO}",Medium,economist,Economist,"Studies production, distribution and consumption.","Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
f806ba84-22c2-4768-9c71-4732f32d6cd2,Edge Computing Engineer,🚀,Builds edge compute systems.,7,13,49,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,22,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",High,24,"{OpenAI,Microsoft,DeepMind,Tata}",Medium,edge-computing-engineer,Edge Computing Engineer,Builds edge compute systems.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
a4963511-11cc-4f70-912a-99bb9c241e1c,Editor,🎬,Edits content for publication.,5,16,89,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,31,media,"{Storytelling,Creativity,Editing,Communication,Production}","{""BA Journalism"",BMM,BFA,""Diploma in Film""}","{""Adobe Premiere Cert"",""Avid Cert"",""Camera Cert""}",High,14,"{Disney,NDTV,Netflix,Sony}",High,editor,Editor,Edits content for publication.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
26231bc2-b97b-49a3-a8f5-3136fd079b59,EdTech Product Manager,📚,Builds digital products for learning.,5,13,53,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,22,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",High,19,"{Universities,BYJU's,Schools,Unacademy}",Low,edtech-product-manager,EdTech Product Manager,Builds digital products for learning.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
be0b7c45-8f7e-4736-a066-708a15583b0a,Edtech Product Manager,🚀,Manages edtech products.,7,13,73,High,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,33,emerging,"{""Continuous Learning"",Adaptability,""Tech Literacy"",Research,Communication}","{B.Tech,M.Tech,""Online Cert"",Bootcamp}","{""AI Cert"",""Cloud Cert"",""Sustainability Cert""}",Very High,11,"{""Reliance Jio"",DeepMind,Tata,Microsoft}",High,edtech-product-manager-be0b7c45,Edtech Product Manager,Manages edtech products.,"Curious, dependable, adaptable and motivated to build domain expertise.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
0b1bf9b6-9f79-44c5-9f90-50d8f7eb2a32,Education Consultant,📚,Advises schools and learners.,7,11,50,Medium,,{},{},2026-06-09 00:52:38.116633+00,2026-06-13 04:25:25.412242+00,21,education,"{Teaching,Communication,""Curriculum Design"",Patience,Assessment}","{B.Ed,M.Ed,BA,MA,PhD}","{CTET,TET,TEFL,""Online Teaching Cert""}",Medium,14,"{Universities,Schools,BYJU's,Vedantu}",Medium,education-consultant,Education Consultant,Advises schools and learners.,"Patient, communicative, encouraging and committed to lifelong learning.",career-gps-research,Career GPS 2026 occupation research model,2026.1,2026-06-13,t
